Comment,Toxic
yes totally agreemgr yeh sab apki bi leadership py sae baithta,1
apka milaya hwa nmbr phir durust,1
ya tum khud ho ghee,1
ehd wafa dekhny bad sari exs ny msg kiye janu tum tou thk ho na,1
ay hut mera khud ka bari mushkil sy pura hota,1
rt na chyro humein hum sataye hoy hain,1
aur yeah apko kis ny kaha ap meray crush,1
akhrot ho kya,1
usy mat bulaoo,1
acha mujhay kya pata tha username ni dekha tha furqo kesa,1
next level ho yar aap,1
lol billion dollars kuch nae hm ne more than billion loss uthaya hai afghani terrorism ki wja se kia krta pakistan america se lrta abi pakistan itna taqtwar nae hai america se lr sky hmary leaders corrupt thy ap log kiu nae lr lty america se,1
sai ho ga dr,1
teekaa to lga doon sahab per hoorain nazar ayengi,1
wessy mention to aap ko krna chahiye tha,1
wohe log dhoka dete ha jo apke kareeb hote hain,1
apke behn muj sy zyada apsy payr krti ha us ny btaya ha,1
believe me most of us are missing his voice from psl anthem his voice was jaan of pslv tayyarhain,1
asa nasha krna ha,1
ab theek hai maza aya khushi hui daikh kar thand par gai,1
techno spark mat lena,1
ab jis ny socha hoga bn ny ka wo yh parh plan hi cancel kr dy,1
hae hmara to har din hi eid hota hayap se bat kr li aor eid ho gai,1
sach hai kya ye,1
ye cheez brother ali zafar top py hai sub ye jitni marzi singer bulwa leiyn abkheljamayga to super hit tha na bacha bacha singing karta tha phir seeti bajy ge loved,1
rt who tf said aurat ansoo mai bohat taqat hoti hy cried for hours and its useless,1
bhai km tha apni bhen ki hifazat liye uski bhen agai,1
sir khany peeny ki chezen to sasti kr den har koi job wala ni hai,1
pata tha saifi tumy pasnd aygi,1
aagey jaa kr dekhna main he kaam,1
yr ye har larki ka yehi masla hota wardrobe kholo tou tm logun kapry gir rhy,1
lol can you tell me phir sarfraz sath aapky hi door me ziadti hoti rahi aap khud to casino me pohnchy hue thy team haarti rahy selection ki baat na karain to acha azam khan team me or saud shakeel team sy out beghair khely agar yh insaf hai to nhi chahiye humain,1
allah aap ki hifazat kry,1
such me gir pare meri tarha kal main to seereon se gir gayi,1
soch lo avi suggestions kon day ga pictures insta size kon karay ga ratain jaag kar dukhray kon sunay ga phir aap,1
phle ek dafa kaha thaaa yaad hai kitnay kiye thay,1
bss phir sara khana aik din lgy ga daikh,1
inshaallah zaror hum sab aik hai,1
mat draovote kro zayada zayada ta sid se age nikl jaypata ni sid ko itne vote kese aate hn,1
abb keya chut girnay ka intazaar hoga ya jab university of peshawar ke terah her adara apni salary bund kurwa layga tab hosh aye ga,1
tmhari megtivity hoi ha baki alhomdulillah sb dunia limits me heeen,1
aqal ke dushman ye tanqeed army par nahi army ko kharab karnay walon par hai kash mein mirasi hota kiun ke ye merey liay ahzaz hota lekin shukar hai toute nahi,1
wait brro dont relate wrong with wrong ahmedi are not muslims concept of prophecy is the basic of islam the biggest rivalry is why they call them muslims they are believer of some other relegion but not islam so they accept themselves as non muslim minorities to buildtheremosq,1
vicks ki goli lo trush ko door karo,1
ahmaddiya muslims are persecuted minority of peace loving ppl and ideology,1
hahahaha wo main ny click keye thy khud dekhany leye bt gues dell kar dye thy bad main,1
pretty is kool but why sad kis ne sad kiya kyun kiya us ki itni himaat kaisay hoi,1
ab bqio ny kehna hmmy to pehla pta,1
zehr kha lo mujh pay taras mat,1
smjdar ho,1
ye facebook waly mily howy hn daikho facebook location main kartarpur ko endia main show kr rahy hn main ny report ki hy ap sab bhi report karain,1
stdz time ni milta,1
ni ni theek wese,1
ary aesi baty mat keya kary ap pas best skills hai,1
apna banao note churao decency ka faida uthao pyar bantne aye they ghar ki hawa badlne aye they ouch ye kya hua wo toh khud hi badal gaye kya ye china main badtey ja rahe corona virus ka asar hai ya wo aise hi they,1
mery knowledge mutabik christian mzhab me sb sy zyada azadi di gai hai jbk muslims me or baki mzahib me pabanidi hai is liya boht sy yahodi or butprast christian mzhab ki taraf jati hai,1
akhrot kya hota hai,1
me love my life my life excuse are just friends,1
lol happy bday bc everyday is the day to celebrate the legend that you are,1
oh god bhai tu twitter chod aur farhad samjhi se jaake mil,1
yar main nay to ab tak dm bhe ni kia kisy ko bhe,1
okk snapchat pe ah jana,1
tary tu waraay neiyaray ho gaye,1
ab bqio ny kehna hmmy to pehla pta,1
aur yeah apko kis ny kaha ap meray crush,1
arey kar lunga kuch time baad mention not,1
tu schii fasadi,1
lo sir ji pehlay walun khalaf sazish yahoodi ammreeka hindustaan or maghrib keya krta tha or ab pti khlaf tammatrmaatrun tk baat pohnch gai pata ni baat agy kidr tk jy,1
mariyam ko famous kr rahi,1
tum sab breakup karlo yar mujhe khush hona hai pls,1
jitni deer chaly ga utni deer toh khush ho lany do nikya nikya,1
kro bhen kro kes ki himmat shairni munh mein hath,1
date pe bill khud pay kro stopauratbarbadimarch,1
apny hi hn cast same ha,1
using resources today in our world religions class studying the hijra communities of india as we examine the internal diversity of hinduism what great day,1
bhai kuch aor posts,1
none of you kashmiris have ever done anything about fellow muslims like ahmadiya shia balochis in pakistan yet have all the abuses ready for indians,1
rt successfully blocked by aap mery friends sy barh kr kch hein,1
pata ni shehnaz kese brdasht krti he isebahir aa use kitna dukh hoga,1
khair choro yeh toh roz ki baat,1
mily ga to btaa dena ussy kitna pyar krti ho,1
head punjnad jahan pay river milty hain,1
yaar kaamal ka bahadur banda hy ye mohsin daawwaddr,1
itni restrictions mujh pe mere parents ne nhi lagayi jitni twitter laga chuka hai wtf,1
muh se moongfalli ni tut rahi aur tashrif se akhrot todne ka khwaab abhicasm,1
sanaullah saidaccording to islam and constitution those do not believe in khatamenabuwwat are not muslimsit is our duty to protect minorities of the country but the ahmedis will first have to stop claiming to be muslims pml ahmediissue,1
sasan bhai ap hi kahe den abdullah sultan huma ko geo pakistan show kay clips twitter per share kr diya kro,1
another view point relating to mera jism meri marzee,1
buht zaberdast choice ha apke,1
jis ka anjam tha andeera wo smhaa jali he na hti,1
kiya ap apni sister ko raat ko akely bahir jany dein gy akely kahi out of city nahi na kiun kiun halat nahi theek or ek aurat to ye sub kar nahi sakty obviously ap mard dar se he roky gy na,1
bhai kala gora hata do sawla ho aur baki ki quality tu daal dena,1
tareen sab kam sy kam ham sy hi puch layt psl anthem kasy bnta ha,1
nahi uska tu clear hoga wo singer ha khans khans bura haal ha,1
no we do not want syria peoples sects should he stated instead of accusations being fired hes ahmedi etc we are sunni country it should remain that way,1
jb koi lrka kahy ga mjhy khny,1
zrori to ni ap mry sath thi tbhi wapsi ly aon ga help waisy to krna farz bnta,1
jub tum ny help karni nhi hai phir,1
aesi kon sansain leti ho,1
okara ga nahi zahid aap,1
ab ali bhai ne laiba ki sun li hai ab to wo apney aap kki bhee nhe sunain,1
me as mother sonmama bhok lgi hai memjhy bhija beta packet noodles bna dono maa beta mil kr khaein,1
ok bye good night so jawo subah jana hoga kam pe tumhe shoot movie me tum bhi kam kar rahe ho ye meri sun lete to kya baat fir shaadi na ho jaye bachcho baap ban jaye salman,1
how about abuse that too in the parliament and then bigotry calling him yahoodi and what not were you enjoying with rupees batti at that time,1
plz clear it out what to use single or double aa feb se pehle clear kro plz by the way shehnaz yeh correct hai but shehnaaz yeh use krte hain mostly sb yeh confuse rehte hain voteforsana,1
or koi hy bhago,1
ehd wafa dekhny bad sari exs ny msg kiye janu tum tou thk ho na,1
whats akhrot,1
lo yahan bhi shuru ho gyi,1
tou ao pher telenor ko bulaein yhn,1
ni hona chahynd hoping this time she will nt reactmay be,1
ap baar laant send karain lkn wazarat say achi koi cheez ni cheema sb ap ko kia pata jo maza wazarat main woo haqaarat main ni,1
nahi sari rat nahi ki khbi hahaha din me hi ho jati,1
aap mujy follow krooo,1
itna directly tou naw aokahein papa ki pari ki wajah sy handsome larky ko heart atttack he naw jayefir aik or handsome ki kami ho jaye giwesy mainy koi script di,1
ok bye match ke baad milty hain,1
nazar thik he to maha ka name liya tha,1
ye bhi puchne ki baat hai,1
koi khalish hai hawaon mein bin tere,1
ni hona chahynd hoping this time she will nt reactmay be,1
baap ke ghutno me acha lag rha hoga xd,1
mara jism meri marzi mushahid ullah khan speech in senate kamal ka jawab,1
cant believe how can someone be this khud ki apni baat se mukar gaye han zaroor check karo tweets dobarakis ne mere tweet pe reply kiakis ne article ka screenshot send kia main ne tau bas major ki tweet pe aik gif se respond kia thakis ne apni naak ghusayi,1
kon say stakeholders bakwas bnaya hai anthem,1
paisa phenk tamasha dekh,1
main mazaq kar rahi thikonsa main ny lay lena tha tumhara accountkeh detay han lay,1
you mean the wrestler randi savage of the older era,1
to tum ny kitabon se hi hai tum konsa hazoor pas bethy sun rahy thy tb,1
both bolti ha,1
university ky orienation day py tu yeh log aysy chona lagaty hn ky yahan say graduate ho ja bari bari companies ky ceos kar kahain gy mjy tyri zarorat ha matlb ajeeb,1
baap of all politicians owaisi,1
mera tooth araha wo jo brry ho kr ata uski wjh sy poory mouth ka bera ghrk hua prra,1
jab yahi yahoodi dar dar bhatak rahe the sabne inko panah dene se inkar kar diya to isi palestine ne in kameeno ko panah di aaj ye apne muhsino ki zameen hadap rahe hain aur un per bambari kar rahe hain isse badi terrorism ki misal duniya mein nahi milti stopisrealiterror,1
rt tauba tauba ka aalam hai yeh chief baap hota federal minister shahryar afridi jaan inhe allah ko deni hai,1
bazz ja mujh janti ha tu achi,1
no bhaiyya was not waiting for your tum ne yeh conversation start hi us illogical baat se ki tau obviously yeh hona tau banta thawarna hum un main se nahi hain jo dosron ke intellect ko un ki english grammar ki waja se judge yeh kaam tum logon ka hai bas,1
lhr high court ki roshni me humay insaf dilwaya jaye humy regular kiya jye,1
ye he hal hy aak din media ny rona hy mithiye nahin mil rahi ye riyasat madina hy imran ke wajha se mithiye nahin bani,1
yr himanshi yr suno na itna price tag pai kyon marti ho dear aap bht sunder ho bus dusro ki respect karni sekho aise show off se aap bht laalchi aurat lagti ho dear stop it shehnaazgilll,1
sahi kaha aap nein,1
very beautiful hijra,1
kis ko baja phir,1
remember it banda jo jaisa sochta hai wo waisa kabhi kabhi hi hota,1
arrey batao na yr plz,1
last mio mio mio teacher ye kon awaz nikal raha last,1
me ap mujh sy call py bat kb karein gy he jb ap kahein me subah he late uthta hon me dupehar he busy hota hon me sham he family sath hota hon me raat he thak jata hon me phir kb krein gy ap mujh sy bat call py he jaan jb app kahein,1
bhut bola haan nd abhi do din phla he bola tha nd pyr main kaun bolta hn,1
hahahahahaa kyon nahi apni bhen ko sub kuch laa deta hoon bus ye yaad rakhi wo bhabhi nhi ha uss ny friend zone kr diya tha,1
bhai kaha ho yar janoob ki pehchan kese krwa rhe ho ap esa lg rha hai sirf psl time uthe gi din reh gaye psl me or abhi tk koi pta ni captain kon hoga sponsor konse honge plzz bhai apni media teams ko active kren koi photoshoot hona chahiye,1
manzoor nahi hae,1
guys yaha kuch logon ko boora lag raha kisi ko boora ni bol rahe jo dikh raha hai wahi bol rahe hai sab ghar walon connection unka game strong karte dikh rahe hai efforts dikh rahe hain or ek connection ye hai jo me my self thats it kingasim,1
persecute muslim lmao they are thriving like any other community in india just give ahmedi their freedom then talk about muslim og anywhere else,1
tere se badi ghtiya auraat nehi dekha such main hpoe teri maa ke saath koi aisa hi beahave kare tab bhi tereko aisa hi lagega such main yaar aab samajh main aya ki banoo main teri dulhaan main tujhe sindoora ka role kyu offer kiya gaya tha shameless hypocrite lady ever,1
wo yahodi larka tha lakin dajjal nahi tha us pas kafi knowledge tha aur rasool allah saw sath bahas ker raha tha tu hazrat umar ko ghussa aa gaya tha ap saw ne sirf itna kaha tha agar ya dajjal hai tu es ko umar nahi essa ibne maryam qatal karien gai ya sari story thi,1
haan yr they are using herr vo kehte hain na jab kisi ko zada apna smjhne lage toh vo apka fayda uthate hain so ab shukla yehi kr rhe hain sana ke sth feeling really bad for her,1
matlb apko hai,1
yeh to cheating ho gi na mene itni duae mangi thi harr jy,1
khataa tha badaam akhrot,1
tak tu main bhi theek thaa yeh aa gay kyun calculation hain,1
aurat ke rights allah ne quran mein clearly difine ker diye huwe hain jo wo rights nahi deta wo bhi ghalat aur jo unn se zayada demand kerr wo bhi ghalat hai,1
rt momin hai tu betaigh larta ha sipahi proud sons of almomin bawaqar you guys made us proud today rest in,1
log shakal pay thora sa filter lagatay hain isnay filter kay andar thori si shakal lagai hai,1
mediastayunbiased mulk me media ik munfird ba khidmat addara samjha jata,1
mere liye sana frst second asim becz he is gd nd nyc prsn mahirakapappuparas,1
rt aj danish ki pehli jumm raat ha,1
faasla rakhain baad mein aap nay nabz kaat leni hai,1
hum sy toh na ho paye,1
stdz time ni milta,1
thori sharam us wqt yaad ni ae jab bilawal was supporting march that had rants of antiqadyani namoos risalat anti islam yahoodi agent on pm hypocrisy is so prevalent in journalism now that they dont even hide it anymore,1
mujy lga shyd neend mai aik ankh sy daikh rhi thi,1
jo ap mere jazz ko tang kr rhi hai nah sadda jazz love,1
this is what was done to ahmaddiya mosques in the past years and made the lives unbearable even the kalima and quranic verses were brushed over if islamic republic of pakistan allowed it then then wrong with india accepting it,1
faasla rakhain phir bad men ap ka istakharaa nhn mil rha hota,1
farq ka or fikar ka bi aik taulaq hafarq unhein parta ha jin ko fikr ho lekin farq ko mehsos krna thora mushkil ha pehly fikr krna sekhein chahy khud ki,1
aho chalo jaldi jaldi follow kro sab or offer se faida,1
is mai bhi aalo hai,1
follow me guys back mily ga,1
ek tha charsi bhatti jamati got him to drop chars and help in the ways of god everyday before prayers ameer of jamat would say ye bhatti hai purana charsi tha ab nahin tees din baad bhatti kehta mein charsi tha tu log jante the jamat mein aa ker poora mohalla janta hai,1
like to believe that zafar penned that as well but there has been relentless campaign by prominent personality to prove otherwise aajkal vaise bhi history dubara likhne ka zamana hai,1
